train,Drunk,video_02104_chunk003.avi
test,Sober,video_03971_chunk000.avi
train,Sober,video_00610_chunk000.avi
test,Drunk,video_04973_chunk019.avi
train,Sober,video_02208_chunk002.avi
train,Drunk,video_03200_chunk000.avi
train,Sober,video_01724_chunk000.avi
train,Sober,video_00289_chunk033.avi
train,Drunk,video_01726_chunk000.avi
train,Sober,video_00425_chunk000.avi
val,Drunk,video_04738_chunk002.avi
train,Sober,video_01596_chunk001.avi
train,Sober,video_02282_chunk001.avi
train,Drunk,video_02225_chunk010.avi
train,Drunk,video_03709_chunk002.avi
val,Sober,video_03113_chunk000.avi
train,Drunk,video_01696_chunk015.avi
test,Drunk,video_05484_chunk006.avi
train,Drunk,video_03772_chunk009.avi
train,Drunk,video_01963_chunk001.avi
val,Drunk,video_04690_chunk004.avi
train,Drunk,video_01306_chunk009.avi
train,Drunk,video_01672_chunk000.avi
train,Drunk,video_00069_chunk002.avi
train,Sober,video_00289_chunk007.avi
train,Drunk,video_03537_chunk002.avi
test,Sober,video_04153_chunk001.avi
test,Sober,video_03895_chunk000.avi
train,Sober,video_00399_chunk002.avi
train,Sober,video_00851_chunk000.avi
train,Drunk,video_00270_chunk006.avi
train,Drunk,video_01865_chunk002.avi
train,Drunk,video_02300_chunk006.avi
train,Sober,video_01593_chunk004.avi
test,Drunk,video_05487_chunk003.avi
train,Drunk,video_00130_chunk009.avi
train,Drunk,video_02364_chunk012.avi
train,Drunk,video_03764_chunk002.avi
val,Sober,video_03140_chunk000.avi
train,Sober,video_01461_chunk021.avi
train,Sober,video_00289_chunk040.avi
train,Drunk,video_02822_chunk000.avi
test,Drunk,video_05476_chunk020.avi
train,Sober,video_01259_chunk003.avi
train,Sober,video_00397_chunk005.avi
train,Drunk,video_02524_chunk000.avi
train,Sober,video_01247_chunk001.avi
train,Sober,video_00480_chunk000.avi
train,Drunk,video_01557_chunk001.avi
train,Drunk,video_00787_chunk000.avi
val,Drunk,video_03979_chunk006.avi
train,Sober,video_01475_chunk005.avi
test,Sober,video_04015_chunk000.avi
test,Drunk,video_04974_chunk000.avi
train,Drunk,video_03544_chunk000.avi
train,Sober,video_00468_chunk016.avi
train,Sober,video_01241_chunk007.avi
train,Sober,video_02373_chunk000.avi
train,Sober,video_02110_chunk001.avi
train,Sober,video_01815_chunk000.avi
train,Drunk,video_00862_chunk000.avi
train,Drunk,video_02004_chunk001.avi
test,Sober,video_04153_chunk004.avi
train,Drunk,video_03554_chunk018.avi
train,Sober,video_00995_chunk004.avi
train,Drunk,video_00323_chunk031.avi
train,Drunk,video_00320_chunk001.avi
train,Drunk,video_01485_chunk010.avi
val,Sober,video_02826_chunk000.avi
train,Drunk,video_00323_chunk018.avi
train,Drunk,video_00170_chunk001.avi
test,Drunk,video_05209_chunk000.avi
train,Drunk,video_00805_chunk019.avi
train,Sober,video_01463_chunk001.avi
train,Sober,video_01014_chunk007.avi
train,Drunk,video_02338_chunk004.avi
train,Drunk,video_01971_chunk003.avi
train,Sober,video_01466_chunk004.avi
train,Sober,video_01492_chunk003.avi
val,Drunk,video_04507_chunk007.avi
train,Drunk,video_02190_chunk002.avi
train,Sober,video_00473_chunk003.avi
val,Drunk,video_04604_chunk012.avi
train,Sober,video_02182_chunk000.avi
train,Sober,video_00468_chunk002.avi
train,Drunk,video_02969_chunk000.avi
train,Sober,video_00830_chunk000.avi
train,Sober,video_02222_chunk000.avi
train,Sober,video_01253_chunk000.avi
train,Drunk,video_01978_chunk010.avi
train,Drunk,video_03087_chunk000.avi
train,Drunk,video_00963_chunk000.avi
train,Sober,video_02241_chunk000.avi
train,Drunk,video_03698_chunk000.avi
train,Sober,video_00707_chunk000.avi
train,Sober,video_00483_chunk006.avi
train,Sober,video_01490_chunk007.avi
train,Drunk,video_03856_chunk000.avi
val,Sober,video_03059_chunk000.avi
val,Sober,video_03064_chunk000.avi
train,Drunk,video_00186_chunk000.avi
train,Drunk,video_03849_chunk000.avi
train,Sober,video_02287_chunk000.avi
val,Drunk,video_04130_chunk004.avi
train,Sober,video_00486_chunk001.avi
val,Sober,video_02750_chunk000.avi
train,Sober,video_01475_chunk007.avi
train,Drunk,video_00860_chunk010.avi
train,Drunk,video_01999_chunk002.avi
train,Sober,video_01475_chunk004.avi
train,Sober,video_00240_chunk000.avi
train,Sober,video_02161_chunk004.avi
train,Drunk,video_00126_chunk004.avi
train,Drunk,video_01243_chunk001.avi
train,Drunk,video_03166_chunk011.avi
train,Drunk,video_00027_chunk003.avi
train,Sober,video_00108_chunk000.avi
val,Sober,video_03118_chunk000.avi
train,Sober,video_00115_chunk002.avi
train,Sober,video_01466_chunk011.avi
train,Sober,video_01461_chunk005.avi
train,Drunk,video_03556_chunk013.avi
train,Sober,video_01477_chunk001.avi
train,Sober,video_01461_chunk028.avi
train,Sober,video_00289_chunk008.avi
train,Drunk,video_02461_chunk001.avi
train,Drunk,video_02982_chunk002.avi
train,Sober,video_01241_chunk002.avi
train,Drunk,video_02104_chunk000.avi
train,Drunk,video_03910_chunk001.avi
train,Drunk,video_03745_chunk005.avi
train,Sober,video_01732_chunk000.avi
train,Sober,video_01194_chunk002.avi
train,Drunk,video_01749_chunk000.avi
test,Drunk,video_05395_chunk000.avi
train,Drunk,video_02290_chunk007.avi
train,Drunk,video_02316_chunk001.avi
train,Sober,video_00995_chunk003.avi
train,Sober,video_01461_chunk029.avi
train,Drunk,video_03768_chunk028.avi
val,Drunk,video_04466_chunk000.avi
train,Sober,video_01034_chunk000.avi
val,Sober,video_03359_chunk000.avi
train,Sober,video_01484_chunk003.avi
train,Sober,video_00828_chunk000.avi
train,Sober,video_01461_chunk004.avi
train,Sober,video_02219_chunk000.avi
val,Drunk,video_04493_chunk001.avi
train,Drunk,video_03209_chunk002.avi
train,Drunk,video_00963_chunk002.avi
train,Drunk,video_00323_chunk033.avi
train,Sober,video_00468_chunk014.avi
train,Drunk,video_01740_chunk011.avi
val,Sober,video_03079_chunk001.avi
val,Sober,video_02841_chunk001.avi
val,Drunk,video_04934_chunk000.avi
train,Sober,video_01484_chunk000.avi
train,Drunk,video_03744_chunk010.avi
train,Drunk,video_03785_chunk008.avi
train,Drunk,video_02968_chunk006.avi
train,Drunk,video_02316_chunk003.avi
train,Drunk,video_00129_chunk001.avi
test,Sober,video_04156_chunk001.avi
test,Drunk,video_04988_chunk000.avi
train,Sober,video_01646_chunk000.avi
test,Drunk,video_05433_chunk008.avi
val,Sober,video_02711_chunk000.avi
train,Sober,video_00958_chunk000.avi
train,Drunk,video_01278_chunk001.avi
train,Sober,video_01259_chunk006.avi
train,Drunk,video_01993_chunk001.avi
train,Drunk,video_02022_chunk004.avi
val,Drunk,video_04763_chunk000.avi
train,Sober,video_02238_chunk005.avi
val,Sober,video_03424_chunk000.avi
val,Sober,video_02877_chunk000.avi
train,Drunk,video_00974_chunk000.avi
train,Sober,video_01474_chunk003.avi
train,Sober,video_00024_chunk000.avi
val,Sober,video_03494_chunk000.avi
train,Sober,video_00819_chunk000.avi
val,Sober,video_03099_chunk000.avi
train,Drunk,video_03743_chunk003.avi
train,Sober,video_00403_chunk002.avi
train,Drunk,video_03928_chunk003.avi
train,Drunk,video_01973_chunk001.avi
train,Drunk,video_00890_chunk000.avi
train,Drunk,video_03883_chunk006.avi
train,Drunk,video_03555_chunk001.avi
train,Drunk,video_01617_chunk001.avi
train,Drunk,video_03166_chunk002.avi
train,Drunk,video_03719_chunk010.avi
val,Drunk,video_04365_chunk015.avi
train,Drunk,video_00928_chunk000.avi
train,Sober,video_00403_chunk000.avi
train,Sober,video_01492_chunk001.avi
train,Sober,video_01650_chunk000.avi
train,Drunk,video_03068_chunk000.avi
train,Sober,video_02256_chunk000.avi
train,Sober,video_00465_chunk000.avi
train,Sober,video_01004_chunk014.avi
train,Drunk,video_01583_chunk000.avi
test,Sober,video_04150_chunk004.avi
train,Drunk,video_01264_chunk001.avi
train,Sober,video_01468_chunk000.avi
train,Drunk,video_02054_chunk000.avi
val,Drunk,video_04144_chunk001.avi
train,Drunk,video_00358_chunk006.avi
train,Sober,video_02179_chunk001.avi
train,Drunk,video_01609_chunk000.avi
train,Drunk,video_03938_chunk004.avi
train,Sober,video_02168_chunk002.avi
train,Drunk,video_01626_chunk001.avi
train,Sober,video_00397_chunk000.avi
train,Drunk,video_02621_chunk002.avi
train,Drunk,video_03163_chunk000.avi
val,Sober,video_03096_chunk000.avi
train,Drunk,video_00323_chunk000.avi
train,Drunk,video_02802_chunk002.avi
test,Sober,video_03726_chunk000.avi
train,Sober,video_00446_chunk001.avi
val,Drunk,video_04458_chunk002.avi
test,Sober,video_03579_chunk020.avi
test,Drunk,video_05552_chunk002.avi
val,Drunk,video_03979_chunk017.avi
train,Drunk,video_01398_chunk017.avi
train,Drunk,video_01705_chunk000.avi
train,Drunk,video_01687_chunk003.avi
train,Drunk,video_02084_chunk022.avi
train,Drunk,video_01614_chunk004.avi
train,Sober,video_00289_chunk015.avi
train,Drunk,video_00353_chunk002.avi
val,Drunk,video_04150_chunk000.avi
train,Sober,video_02682_chunk000.avi
test,Sober,video_03600_chunk000.avi
train,Drunk,video_01633_chunk001.avi
val,Sober,video_02867_chunk000.avi
train,Sober,video_01246_chunk007.avi
train,Drunk,video_00620_chunk000.avi
test,Drunk,video_05320_chunk003.avi
train,Sober,video_01474_chunk005.avi
train,Drunk,video_02670_chunk008.avi
train,Sober,video_00714_chunk000.avi
train,Drunk,video_03794_chunk000.avi
train,Drunk,video_03557_chunk000.avi
train,Sober,video_00991_chunk004.avi
train,Sober,video_01687_chunk000.avi
test,Drunk,video_05214_chunk014.avi
train,Sober,video_00394_chunk002.avi
train,Sober,video_01241_chunk010.avi
train,Drunk,video_02565_chunk014.avi
train,Sober,video_01461_chunk027.avi
train,Drunk,video_00910_chunk000.avi
train,Sober,video_01490_chunk003.avi
train,Sober,video_01477_chunk000.avi
val,Sober,video_03082_chunk000.avi
val,Sober,video_02802_chunk000.avi
train,Sober,video_00466_chunk004.avi
train,Sober,video_00989_chunk001.avi
train,Drunk,video_00144_chunk018.avi
train,Drunk,video_01901_chunk000.avi
train,Drunk,video_03750_chunk000.avi
train,Sober,video_00804_chunk000.avi
train,Sober,video_01737_chunk000.avi
train,Sober,video_01490_chunk006.avi
train,Drunk,video_00213_chunk000.avi
train,Drunk,video_02420_chunk002.avi
val,Sober,video_03129_chunk000.avi
train,Drunk,video_03018_chunk002.avi
val,Drunk,video_03979_chunk038.avi
val,Sober,video_02742_chunk000.avi
train,Drunk,video_01682_chunk003.avi
train,Drunk,video_01408_chunk000.avi
train,Drunk,video_02557_chunk004.avi
test,Drunk,video_05551_chunk002.avi
train,Sober,video_00311_chunk000.avi
train,Sober,video_01268_chunk000.avi
train,Sober,video_01018_chunk000.avi
train,Sober,video_01466_chunk002.avi
train,Drunk,video_03550_chunk004.avi
val,Sober,video_02769_chunk000.avi
test,Drunk,video_05423_chunk002.avi
val,Sober,video_03074_chunk000.avi
